text,label
السلام عليكم..احلى برنامج​.ه‍هههههه.و ماشاء الله على السي علاء و كل ما تقدمونه .و شعب تونس من اطيب خلق الله . تحياتي من المغرب 💖,pos
tayaaraaa,pos
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,neg
دمتم لنا فخرا في أنحاء العالم ❤️ #vive_laTunisie🇹🇳,pos
حبوب الهلوسة السبب حسبي الله ونعم الوكيل حسبي الله ونعم الوكيل الله ينتقم منهم,neg
و النقص الفادح في صحه متحكوش عليه اه تحبو بعد 5000 لي دخلوهم يزيدو يدخلو اخرين و الممرضين لي لبلاد محتاجتهم تو تحبو تخدموهم ثلاثه شهر و تلوحوهم ملا بلاد و ملا حاله,neg
ملا ..هالصعاليك الاوباش هاذم خذاو فلوسهم باش يعملو حملة على الاساتذة..اساتذتي ارقى منكم يا خماج..توا صلحو رواحكم قبل ما تنبرو على الاساتذة!👎👎👎,neg
Rbe7ty sormik hhhh ti hata fomik ta7 min nafa 🤦‍♂️🤣🤣,neg
وجوه النحس نجيبو شكون يحكم فينا من بلاد أخرى خير لكل دافلين في فوم بعضهم يحاسبكم ربي,neg
حرام عليه يبكيها,neg
زعمى صحيح  وبقداش حكمى وفي أي سجن........,neg
عندكم مدة لم تنزل فيديو لماذ,neg
ملا عيشوشة ولا تفرهد عل قلب يا ريتها جت قريب بحذايا,pos
ربي معاك يامي ولي يجى ضدك نيك امو,pos
أ الله عليك يا مفيدة.....توووووووب,pos
Bravooo ya kais,pos
Naw3iya hethi nafsha Wa9et kan sghir yamse7 isaboura whouwa nafso ili dezo louwled classo Wa9et yafs3o hhh,neg
الي من تونس يضع جام👍,neg
ﺭﻭﻋﺔ ﺍﻧﺘﻲ ﻣﻨﺎﻝ,pos
عسل,pos
وجود مقداد السهيلي في حوار سياسي ينطبق عليه الآتي :  عن أبي هريرة رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: ((سيأتي على الناس سنوات خدّعات، يُصَدق فيها الكاذب ويُكذَّب فيها الصادق، ويُؤتمن فيها الخائن ويُخوَّن فيها الأمين، وينطق فيها الرويبضة))، قيل وما الرويبضة يا رسول الله ؟ .. قال: «الرجل التافه يتكلم في أمر العامة,neg
Mseken,neg
نعم بوك و بو ديرب امك يا طحان أنت وكل واحد جاء معاك في الراي يا طحانة الدولة,neg
مين بده يشغل واحد رد سجون ؟!!!  سنانه مكسرة من الضرب والمشاكل ههههههههه,neg
rachkh rah,pos
Kone nahate triko wathanate Hadi ismha bark tofla,pos
.7sibhom rabbi we kahaw,neg
شكرا بو غلاب,pos
والله حرام دخل القبر وهو ما زال حي,neg
أم الزين,pos
مشاء الله عليه بصراحة 💝💯👌👍 سبحان الله وليد كيف  هكا ناشط و معمل على روحو و طموح  يحبووو يحولوه إلى انسان متشائم و يكره الدنيا و حاقد الي ان يصبح عدم في المجتمع 😥,pos
نموت عليك عويشة والله من مغرب,pos
كي كنت صغيرة كنت نجبد المعون و نبدا نلعب بيها و نفرت فوقو الفرينة و كي قالولي متمسيش و متعمليش اكا الحجة نعملها ههه,neg
الشعب يغفق والمتحايلين والانتهازيين يمدوا في وجوهم بكل بهامة باش نفعونا؟,neg
صافي سعيد نحبك تبقى كصحافي هكا نحب نبقى نراك تحيه ليك♥,pos
حد اانسل اانسل حده لا لمزيد اجيال للظياع. استعملوا. حبوب منع ااحمل. يا ناس في اروبا يشجعوا باامال على الاطفال وااناس واعية لا تلد. مخاخ حية تشعر باامسؤولية.😎🙄,neg
ربي يشفيها و يشفي العباد المرضى بالحقد و الكراهية,pos
مدام هو الي اخترع الفيروس و اللقاح متاعو يعرف وقتاش يوفا,neg
الي لابسة الاصفر تحب على دار و كرهبة و فلوس lol,neg
الصافي سعيد إنسان نرجسي متعجرف صليط اللسان يحسب نفسه المثقف الوحيد في تونس لا يقبل الرأي الآخر ويعتقد أنه الوحيد الذي على صواب بصراحة انا أراه مشروع لديكتاتور متسلط لا يقيم وزنا للأخرين,neg
الله يحميها وينور دربها,pos
Malla 7ala wmalla karakouz.rachou rwe7hom bel gaz web9aou yka7k7ou hhhhh sbitar arriana hhhh,neg
Ahla aroussa,pos
يا خاوتي بكاني الفيظيو والله #،،جزائري,neg
Stp arrête  ces comportements  hystériques,neg
فسدو علينا العرس,neg
nhot sob3i fi 3inek,neg
كثر الهم يضحك الله غالب على الحالة التي أصبحت عليها تونس😭,neg
خخخ فيسع جابو ولد ارانب الله يبارك   🇩🇿 واد سوف 😊,pos
أن لم تستحو قولو ما تشاؤن,neg
rabi y9ader l5er😏😏🙄🙄,pos
للأسف لم يفز الصافي سعيد,neg
Sami bara rabi maak vazi,pos
احلا برنامج واحلا اكيب,pos
بالله عليكم وين يسكن الطفل هذا منغير ما تسألني علاش ...!خاطرني نحب نعضو  نحيلو لحمة ولا نكويه من لسانو...برى يكب سعدك يجيبهالك ويعرضهالك والله كنت ما عينيش قلقني بكلامو رستلي مدور جونتة,neg
لحجرة متذوب و لق..... متوب 😂😂😂😂😂😂😂عجبني جابلها مالخر 🤣😂😂,neg
ok ok yeah,neg
مرة اخرى طز في البريما فيكم,neg
hlowa yaser,pos
الله يباركلك  شيخ الإسلام,pos
تقص في كل شئ ...والله عيب.,neg
Lady Gaga ta3 tunis,neg
هذا المخ الخامج و النية الخايبة مرا حبلة باش تولد يعلم بيها ربي ما تمشيش لطبيب خاتر يثيراها الشهوة الفتوى متاعك سد بيها مادام لا قالها ربي و لا نبي و لل صحابة شكونك إنت باس تفتي كان جيت نظيف راك ماكش في السياسة,neg
الله لا تربحهم عباد حيوان يخمم خير منو حسبي الله ونعم الوكيل #اعدم لخراا #,neg
تصكر عليه الباب... على فكرة وينهي هاك المحامية الي طلعت وقالت راه مظلوم,neg
"Yeseeer tayaraa ya saif👌 well done dude,, happy birthdayyy!!",pos
Kol haja min 3and rabbi n9oulou hmd w akahou,neg
هذاه المعلومة ندرسها في السنة اولى ابتدائي,neg
قنعتيني مكرهتش  تكون رئيسا للمغرب ياقيس,neg
هذاكا فاش فالحين حتى أنتوما,neg
Ah ya Rabi wellah bakani,pos
Dobby is free best part,pos
ما هو عنوان الاغنية الأصلية لي غناوها في الدقيقة الاولى و عشرين ثانية,pos
شكون عجباتو فازت لمي روحك وبري روحك😆😆هههههههههههههههه,neg
Braveau lotfi,pos
يقتل بالضحك لي لابس كاسكات😂,pos
جماعة الجبل في فرنانة من أسوء ما خلق ربي القلب حجر حتي علي اولادهم يجيبو و يهملو الاغلبية,neg
Etidel Hamzaهههههه,pos
والله  وليد ماشاء الله  أثر فيا برشه حرام ياربي شباب هكه اضيع كلامو.يوجع القلب الله  ايشوفلكم بعين الرحمه ويفتح ليكم البيبان ياولدي كلامو الكل معقول شباب تاعب مسكين حسبي الله ونعم الوكيل في كل ظالم.😭😭,neg
Oumi titichwa ki etchfni emnayk,neg
C'est joli,pos
يالطيف البلاد ولت تخوف الناس تغولت,neg
يرحم والدين كل من ساهم في كل الأعمال موش كيف الصعلوك الي يعيط إيجاو شوفوا المدرسة كيفاش مصخة مايحشمشي على روحوا,neg
نجلاء التونسية تصلح في فيلم بورنو,neg
Cela fait des mois que je vous suit 😏,pos
سبحان الله علاش في تونس مايخدمش كل شيء و في اروبا يخدم في الذل ومن غير أوراق تلقه ديما خايف من الحاكم في الليل والنهار وفي تونس أولي بطل وهو مايخدمش,neg
شي يضحك قضية الكلسون ههههههه,neg
Mejrab ihok jnabou,neg
اعلام متع تحت الحيط يقيدو في احوال الناس الكرثية...ؤرؤؤؤ .,neg
Winhom jm3a 2li mybhouch fi semi  Ya weldi rahou yfdlk hh,pos
كان مشاو لمجلس النواب خير الي يبيعون في الكلام عندهم 10 سنين ويقبضون الرواتب من غير جهد. وزادو فلسو البلاد. حصيلو التونسي أصبح غبي الأغبياء.,neg
Yahsilha shbi hhhhhhhhhh,pos
Sami ya me3lem,pos
انتد بونا هانا قاعدين نسلتوا في البطالة سنين,neg
bras omkom lawled a9rou le commenter mta3 lebnet lkolha walet thab thani 3la rwe7hom jareb 9areb ou a7ki m3aha 3la l3ers ou chouf talabet tekthbou lkolkom rahou l9itou 3la chnowa t3al9ou,neg
حكومات العرب لا تتقاوة إلا عل غلابة حسبي الله ونعم الوكيل,neg
ياخي هذا شكون يخلص فيه بالضبط 🙄,neg
اشتركوا في قناتي,pos
Chab3a dha7k bravo lotfi,pos
تفووووووووه عليه بكلهم نفااااااااااااق تفووووووووووووه,neg
Ckun yesebha haz heneya fel halam el arbi,pos
نموت عالفريب أنا,pos
"Ye 3affat dwek arbia, tu es d 1 niveau tres bas.ma3neha enti mekech mo9tana3 bkhedemtek, tu as des prejuges tu es minable et miserable DWEK ARBIA",pos
توى اجاوبك لطفي بطريقتو يا ديوث,neg
song name plz in outro,pos
Ma5yeb woujouhkom,neg
يارب افرجها عليهم مابشبهو الفقر يارب فرجك ورضاك علي كل من ضاقت بة الحياة,neg
اذهب وتوكل على الله واطلب عملا  يرضى الله  يبارك لك فيه  بدل عمل الحرام,neg
انا تبان لي القضية خارجة من عند زوجتو..وكاين سر بين الزوجة وناجح..وحسيت بلي انتقمت منوا,neg
Twa7achna 7wija lhné,pos
😅😅😅,pos
Machallah 3alik,pos
هذي حاجة ربي لا اعتراض عليه.اللهم لا نسالك رد القضاء بل نسالك اللطف فيه,neg
أكيد ما توصي يتيم على نواح,neg
جعفور الله يعوض اعليك 👍,pos
والله تبكي تحية طيبة طيبة للاخوة التوانسة ... جزائري @,pos
bravo chi555,pos
يحكيو بِالحَلّة و يسماو رواحم رجال🤣🤣,pos
Barcha tbahlil!!! 7ata fi bolden af9ar min tounes enness tikhdem khir. Ech khallak walaw ijibou khadama min ifri9iya,neg
يا لطيف خرجوا الزكاة,neg
مواضيعك روعة ياقناة الحوار التونسي هده هي الاحترافية تحياتي للاشقاء التونسين من الجزاير,pos
Tu et partout un lèche cul,neg
شكون عودها أكثر من مرة ينزل جام 🖒,neg
كانو ينجمو يحكيو عادي اما هوما ذرحو رواحهم فقط,neg
yezzi e7chem rak cheyeb bera sali,neg
Hatha ibtizaz t9oullich 3lina mjanssina mzia m3ahom barakoallaho fihom,neg
حلیت الفدیو خصیصا للاستماع للفرزیط وبلطی فعلا جیینیریک راٸع,pos
دزيري في بلادك و يذبحك خاطر انت لي وصلت روحك معاه لتالي ما يڨيسك ما يهدر معاك,neg
شبيهم كيف علالش العيد هههه,neg
ناقصين مجرمة باش ازيدونا هاذوما,neg
السيد لي يحكي عالاكوانين  يشم .. اما  كلامو لكل صحيح و ضاهر باندي مش مجرم و راجل .. اما نقص مالمسخة,neg
كان عملتوه توقيا مالتقارب خيييير,neg
مزال كان وزير الفلاحة  لم يتدخل فى شأن التلاميذ,neg
walha hram alih,neg
.مادام القوانين الردعية ما تبدلتش يشد نهيرين و يخرج يحوس كاينو لا كان و لا صار هذاكا شنوا يصير في بلادنا الردع ثم الردع القانون لازم يتبدل,neg
كان مشيت شفت همك و خنارك خير قعدت كان تكذب ع العباد و تصفي في حساباتك و تخدم في العملاء اللي حبوا اخربوا البلاد!!,neg
شورب 💪💪👊👊🔪🔪,neg
إرحمو من في الأرض يرحمكم من في السماء والله مايستاهل مسكين ساكن في قبر الحياة صعب مشهد يبكي الحجر يااارب رحمو ياااارب قلبي تقطع من جيهتو الغين بصيرة وليد قصيرة. 😢😭😭😭😭💔💔💔,neg
كل إناء بما فيه ينضح...,neg
الشعب التونسي جعا ن في كرشه وانتم تصدرون المنتوج الى ليبيا نحنا أولا به يا فساد حسبي الله ونعم الوكيل فيكم,neg
هههههههههه التربيه التربيه,pos
Bien,pos
ما شاء الله ربي يبارك وربي يفوقك,pos
لمرناقيه يا عبوره بعد ما تبراء من لكورونا,neg
كريوكه  كيفو,neg
اهل تونس عاونوهم الله يعاونكم  انكم اهل خير,neg
Chrf 5atikom,neg
ماشاء الله تبارك الله فيك ربي نجحك ديما، ربي يحفظك من كل شر يارب العالمين,pos
Klay akethre inesen tla3 hesodi  Kont nehibo kerahto 3ale5re o barcha 3bed karhtke  5atrke hesodi barcha kol mara 3amle mochkla me3a rapur armasta sanfara samara Hamzaoui  3lach lahadrja ye izibi mnayke,neg
يرحم الي رباك ، حسن خلق و أخلاق ، تبارك الله إمرأة مثقفة واعية تحمل كل معاني الرقي و الثقة بالنفس ، مصدر للإلهام و يقف اللسان عاجزا عن وصفها....,pos
وعلاه حصة رائعة والله بعد هذه الحصص نولو نراقبو ولادنا ومانحطو الثقة حتى في واحد,pos
أحسن أغني عندي,pos
Fak you 🖕🖕🖕 9ach 3twok bich t9ol liklem heda ye la7as yesa9it yeli makich ragel bara lilaryef ou chof ili La3bed il taw tkarker fil me mil bir yesa9it tfoh 3alik w3al I jebik,neg
مزالت فمة أمتعة في مطار تونس قرطاج؟ 😂,neg
Wa9teeh je 3am behy houwa,neg
أفضل مسلسل عربي بدون منازع ⁦❤️⁩💪 ⁦🇩🇿⁩⁦🇹🇳⁩⁦🇩🇿⁩⁦🇹🇳⁩⁦🇩🇿⁩⁦🇹🇳⁩⁦🇩🇿⁩⁦🇹🇳⁩,pos
اتقو الله في غضبه اضأل مخلوقات الله قهرتنا وانتم تتحدثون على الرقص,neg
عندما تنتهي المصالح يصبح الحلو مالح ونساء تاع ضكا يتشراو بلمال . لوقت لي رنا فيه تاع مال ولي تبع المال كلبة ولله متسوا شي  واش نقول واش انخلي .  كيد نساء كيد ومن كيدهم جيت هارب يتحزمو بلفاع 🐍ويربطو بلعقارب🦂,neg
انا نعرف مليح شيء لي تهدر فيه ونعرف قساوت الوالدين والأخوة والحمد لله .... حق الأباء على الأبناء وحق الأبناء على الأباء  ربي يعدل حوال الجميع,neg
حتي كان البرنامج مقلد كيما برشا ناس قالو اما برنامج حلووو برشا فيه ناس متثقفه يعرفو كيفاه يحكيو مفهوش حتي عيب و نقصو شوي من سبان على ناس ازاحي كل شي تعملو في مشكله وكل شى ميعجبكمش هذيكا هي تونس حتي احنا ديما في لخر نقصو من تنبير ولكلام التافه . برافو سامي,pos
ربي يفرج عليك ياعلاء 😥,pos
ماهذا المسلسل المقرف رقص وبدع وخماج ينعرض في الشهر الكريم و زعما زعما فقناة العايلة انا وحدة منجمش نشوف مسلسل هكا مع بابا ولله حرام عليكم كلو رقص انتو صح مسلمين بلكلام,neg
��👎👎👎🖕,neg
انت اشكون سالك على عمرك يا قمع,neg
"Bravo, vraiment hlowa w kol détail fiha excellent",pos
فخار يكسر بعضو,neg
صافي سعيد رئيس الجمهورية التونسية ❤,pos
Eh ouiiii.. M3adech tefhem chkouuun yaamil b dhamiiiir.... Rabi yehdi w nchalah yehbsouha,neg
بالطبيعة يقول هكا وبعد يدخلو 5000 تلقى منهم 4000 مدخلهم اليعقوبي والميكماك عاد,neg
Bravooo بوغلاب 👍 شعب عامل غماضات على عقلو,pos
موزاييك إذاعة الفتنة,neg
Nmutu bchar wmandhoruch l3zez 3lina,pos
تمثيلية مقصدها  السخرية و الضحك على الشعب التونسي. عنوانها ( العميل المهذب والعميل البلطجي ),neg
قعدت كان اتبيع في الحديث..,neg
Wallahi elle es trop bien 😁,pos
Zawli fhlebled  hadi may3ichech 5ouya 5ourdet bejot ywkel fes8ara 3leha ourabi yachhed 7echzouhala 7asbi allah wnamal  wkil,neg
Y chouf f rouho khareya kbira kn aamllha maa whd ekhar raw haz nekou👌,neg
ماضلت رحمه عند الحكام  بس رحمه الله والناس الخيره والعدها غيره   الله يقدرك ع العمل الخير  ويجعله ميزان حسناتك,pos
Click,pos
Arschloch und kranke يعطيك صخطة من عند ربي,neg
top,pos
والله كلام وجعلي قلبي 💔 راجل صح على البطن اللي جاباتك ورباتك وان شاء الله ربي يرزق اي مواطن يحلل في قرشه وربي يحفظ شعب الدوله الشقيقه تونس❤❤,pos
🤣😂🤣😂🤣🤣😂😂😂,pos
T,pos
Someone with symptoms isn't supposed to go to the doctor nor the hospital.. They have to call a certain number,pos
Misalch tawa yo5lsou min fatourit lmi w thaw mta3 zawali ba3id normal !!!!! déjà homa 7ata ki tabda siya7 lil 3ankouch dima falsin 🙄🙄🙄,neg
C bon hlektouna wkmltou,neg
Ce mari est clown,pos
احسن مسلسل,pos
مقرونه حمار,neg
الله يسعدك ويبارك فيكم امين يارب العالمين,pos
روعة زاز♥♥,pos
أساند الدكتور لطفي لمرايحي. شخص محترم ونزيه و الأهم فاهم! وحامل لمشروع رئيس جمهورية بإمتياز.,pos
مان تلهو بالبلاد احسن,pos
"3leh torbtouna b romdhan, a3melna saison 2 fi west el 3am! un chef d'oeuvre!",pos
ya TunTel mafamech kifek fel bonus,pos
تونس العصبة و تتعمل العصبة هاو باين حتى انت عليك الهناء من عينيك ترغرغ بالهناء اصل تي برمشي نايك انت و تونس,neg
كلام واقعي وصحيح الف في المائة,pos
تخليني,pos
تونس بيعتوها لفرانسا وتواتحكو على الافلاس,neg
7atta louled fama yelli ye7chem mel frippe !! hhh oooo 😂😂😂,neg
Bravo 🌹🌹🌹🌹🌹🌹,pos
بكاتني مسكييييينة,neg
اللهم اهديهم الي طريق المستقيم الي طريق الهداية هذا الجيل ضائع و بعيدعلي طريق ربي,pos
على الدولة تطبيق القانون تونس اتوانسا الكل يكفي من الفوضى تسكير الفنانات والفوضى مع العلم رآهم اجماعت ڨفصة كيف يمشي واخد من ولاية اخرى يخدم في الفسفاط ايقلك عنا البطالة اعلاش ادجينا ناس اخرى اقبل بورقيبة كان الي من سوسة يخدم في القصرين ولي من قفصة يخدم في زغوان للقضاء على الجهوية,pos
ولد النهضة يستقيل منها خاطر عارف لخمج الي فيها,neg
يا سامى يا معذبهم,pos
Tebaaarklaaah,pos
bravo très bien dit,pos
😭🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,pos
حسبيا الاه ونعم الوكيل فيهم اشنية الوحشية هاذي اشنية الحيوانات هاذي الدولة ويني والامن وينو عجوز راهي مسكينة اعلاش هكة اعلاش الاه ايباركلهم الموت البطيء واشوية فيهم اتفوه اتفوه على الوالدين الي رباووهم,neg
rabi m3ak oukhti,pos
حرقك الحليب يابو غلاب ليلى ترجع المال المنهوب وترجع هي ولدها من غير هذا الشرط  دبر على روحك,neg
خرات فيه,neg
سامي بنور اثبت للكل انه افضل منشط هادي ومثقف ولايستهزا بالبشر تحية لك ياسامي,pos
قداش حسيت عليك الفجعه بركه الا ريتها لا ضوقها الحد ربي ينصرك ويشفيك والمجرمه الفاسده ربي ينتقم منها تتعاقب,neg
توانسة تقدوا غير تنيكوا,neg
Troppo bella,pos
Bien dit weld 3amti,pos
Les zzzzzzzzom les tunisiens !  Les zzzzzzzzom ! 👊👊👊👊👾💪💪💪comme les algériens d'ailleurs 💪💪👏👏👏👏👍👍👍😃😃😃😉,neg
ملا اخليو الناس انهار كامل حتى لثمنية ....والله مافهمت شيء...بالله فهمونا..الكرونة حدها الوقتاش تخدم....هههههه,neg
ربي سلك حالكم، يا قيس سعيد دير لشعبك حل. أخوكم من الجزائر.❤✌,pos
قلة المعروف,neg
اجواء عالمية فساد و فسق و فجور لا حول ولا قوة إلا بالله يا رب تهدي الناس اللهم ردنا اليك ردا جميلا,neg
ارهابيون,neg
امسخ حلقة تفرجتها في حياتي,neg
شاهدت المناظرات الثلاث كاملة، بصراحة  د. لطفي المرايحي يحمل خصال زعيم قومي حقيقي وهو الأفضل بدون منازع,pos
Lezem 3aytoulou fi mission okhra 😂😂😂 ken 3al majless hana kharbou c'est bon 😜😜😜,pos
الفرق بين قيس سعيد ونبيل القروى هو الفرق بين :-  النور .. والظلام العلم .. والجهل   الخطة والهدف العشوائية والضياع . أنا مصرى ومع قيس سعيد رئيس تونس وقائد ثورات الربيع العربى .,neg
l 7ob rakom <3 <3,pos
Mech kayeni Ay ay ay el 4onaya eroussia,pos
النيف علي إلي ماعندوش النيف,neg
عصفور كتحطو  فى قفص اولى يغنيلك!!,neg
هذه مدرستي العزيزة تخرج منها أطباء محامين قضات مهندسين والكثير من رجال التعليم  هي مدرسة راءدة وعريقة وعمرها اكثر من 60 سنة حيث افتتحت سنة 1959,pos
افضل اغنیة عندک کفوا جیت نوعم,pos
تشرفنا داءما تونس و انت فخر لنا انشاءالله خيرها قي غيرها أنس  Courage😘🙏♥️,pos
كل ديوث حر في روحو  ..يهز مرتو  للطبيب ويخليها تحل ساقيها كيما تحب ....من الأخير كل التوانسه يعرفوا أنه يتم التحرش بالنساء من طرف الأطباء  على إختلاف إختصاصاتهم ... شهادة الطب لا تعصمه من التحرش ...المنافق  سوف ينفي هذه الحالات  ولكن كل صادق يعرف ان هذه حقيقه .....حسبنا الله ونعم الوكيل فيك يا سمير .....سوف تتبوأ مقعدك من النار مقابل حفنه من الفلوس.......,neg
Tbarkallah 3lih rabbi y3inou 3ala memtou w yonsrou normalement y3awnouh bayen wled nachet y7eb ye5dem,pos
Tounsi mahleh,pos
ساهل بش يحصل  هههههههه,neg
عندهم حق سبحان الله كي يبقى بطال اشكون يخلص عليه لكرا والماء والضو اشكون باش يوكلة صغارا,neg
a mon avis Safi Said est le plus valable,pos
m3aftin ezouz,pos
Wali my3jbhouch ykasir rasse Loutfi m3alim wyab9a m3alim haya tiyre,pos
أمي متوفية ادعو لها بالرحمة,pos
صدفة و احنا معاه. قلب تونس قلب الفساد,neg
wakteh match,neg
نبيل الرابحي ولد حرام الله يهلكوا واكاهو,neg
😅😅😅😅😅😅😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😆,pos
ربي يحفظ كل الشباب التونسي جميعا,pos
شنحبكم ❤️❤️❤️❤️,pos
⁦🇩🇿⁩💔💔💔😥,pos
Mala mnayek tla7es el 3abir ya miboun tfouh,neg
برى جند النقابيين لفك الشغور,neg
وسخ,neg
سبحان سي جعفر تشبه ممتل مات الله يرحموا,pos
Bonjour  a  l'équipe  de  shems  heureusement  vous  êtes  la  je vous  remercie  de  tous  les  informations  parfois  ça  fait  mal  pour  notre  pays  parfois  on rigole,pos
💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙جيت نعوم صفاقس 20/06/2020,pos
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪,pos
Que Dire Cher Bou Ghalleb Merci Bravo Tu Mérites Tout Hommage Des gens Qui Savent Apprécier Le Degré Du Danger et Surtout Les Tunisiens Authentiques et ils restent Nombreux,pos
"mouch,lezem,menha,gouffa,awra9;;",neg
Bravo Bonne continuation,pos
Kleb jehanem tfouuh 3la ri7et lkelb,neg
الله اكبر الله ربي كبير,pos
رومنسية توا انتي تعرف تتكلم .يحيا قيس سعيد .,pos
ههه لعزاره,neg
فمها كي طولات تحب كرهبه و فلووس كهو ههههه تاخو قرد راك عبد,neg
بصح اغلقوا حتى les boites de nuits لي راهي تبيع وتفسد في الشباب,neg
One of the song that makes ur mind so at ease at the same time so tense . Speechless 👏,pos
ﻣﺤﻼﻙ ﺻﻴﺎﻱ ﺭﺯﺭﻓﻴﺖ,pos
شني مفماش رجال في تونس معنته أنا كركدن قدام سيادتك,neg
ابعثهم ايرهّزو عيلة واطية، تغشّش عليها خاطر عرّست و ماتغشّش من روحو يخدّم فيها من عمر الستة سنين في الديار، لايعرف تحرّشو بيها لا اغتصبوها لا تأكل لا تلبس لا مريضة لا صحيحة، واختها المسمامة ياويلك آش باش يصير فيك من شرّك، كارما إلّما تشوف الويل، وارجع موش باش اسامحها امّا خاطر قالولو باش يعاونوك النّاس بالفلوس اما كان تبدى قاسي ماتنجمش تستعطف الناس،يعني رجع على وسخ الدّنيا، الّي يبيع صغيّراتو و خاصة بنات، باش يصرفو عليه عمرو لا يتصلّح و عمرو لا يولّي انسان عندو ضمير و انسانيّة... توى يعاونوك الناس الي عندها ضمير و آقف على ساءق و طيّش عليك الكوازي انتهازيين خايفين من كلام الناس اما ماخافوش من ربّهم استغلّ صغيّرات في خدمة الدّيار، لا يرجى منهم خير.,neg
يسلم الاتحاد توا يتبرع باشتراكات المعلمين و الأساتذة,neg
ربي يمنع الهارب,pos
لازم نعملك زياره يا ابو الشباب,pos
هههههههههههههههههههههه مقود والله عندك الحق🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,neg
من دزاير احلا شورب✌✌✌✌,pos
ضيعة,neg
احلف,pos
انا نحب ملاك ❤️❤️❤️❤️❤️❤️💋💋💋💋💋💔💔💔💔❣️❣️❣️,pos
A.L.A  <3,pos
video mezien bravo,pos
Rabi m3ak nchalahq,pos
Dawhi,neg
Mafia sorak  yarham bin ali kan dima ? Zido :? NaHda sidi chihhhhhh,neg
هذا فاهم تونس من  تالي ✌,neg
بشوي وعي انجمو نتعدو هاذي المحني وننجح كيما المرة الاولي ونعطو فكرة باهية علينا ربي يحمكم الكل,pos
ربي معاك ويصبرك الحق يعلا ولايعلا عليه,pos
أقسم بالله أجمل حصة تفرجتها ربي يحفظلنا جميع الآباء,pos
بكتني ضحكتني  .محلاها,pos
كلامك ذهب,pos
الله ينعل جد بو السيناريو من صباح و هما ييييييي... يا رب الكريم خلطولي جد المشاع. و في التالي نلقاه ينوم 😂😂😂 الله ينعلك ااا سيدي,neg
توانسة مساكن يعرفو غير ليكستااااا ههههه ادخل للجزافر يعلموك انواع الحبوب 😂😂,neg
ربي ايضهر الحق,pos
لله يحمي تونس ان مع الاستاد زاهد  قيس و إنشاء لله ينجح☝️☝️☝️☝️☝️👩‍🦳,pos
3bed getelha elfakr w te7tefel bettarajji.,pos
الا عدام حرقا و شوية فيهم,neg
برافو تعب تضحية عزيمة مش ساهل حظ موفق في الدورات القادمة,pos
🔴🔴يا سي طحّان دبّرولهم خدم و لا فالحين كان تنظّرو و تسترزقو من معاناة الشعب يا مرتزقة يا عديمي الضّمير و الانسانيّة,neg
إن لم تستحي ففعل ما شأة...,neg
